# ID	lat[deg]	long[deg]	czHelio[km/s]	Ks	group	groupSize	latGroup[deg]	longGroup[deg]	czGroupHelio[km/s]
08164547-2036118	8.1959	241.1786	14690	11.578	0	1	8.1959	241.1786	14690
09502434-6422390	-8.0612	284.8595	10960	11.579	0	1	-8.0612	284.8595	10960
04023805+6702293	10.7586	140.0372	4254	11.580	0	1	10.7586	140.0372	4254
04270324+2317533	-17.5311	174.0364	17750	11.580	0	1	-17.5311	174.0364	17750
05292985+0541114	-15.3520	198.0923	10671	11.580	0	1	-15.3520	198.0923	10671
16475067-0938566	21.9705	8.7411	19749	11.580	0	1	21.9705	8.7411	19749
04004396+3827188	-10.8856	158.8251	5907	11.581	0	1	-10.8856	158.8251	5907
04362388+3441286	-8.4606	166.6493	12692	11.581	0	1	-8.4606	166.6493	12692
07050025-7951431	-26.0781	291.6505	12034	11.581	0	1	-26.0781	291.6505	12034
09302613-4134510	7.0689	267.5152	4940	11.581	0	1	7.0689	267.5152	4940
11274534-5037559	10.0661	289.6330	13892	11.582	0	1	10.0661	289.6330	13892
17334493-0509029	14.7034	19.1200	10911	11.582	0	1	14.7034	19.1200	10911
22434865+4247254	-14.1624	99.3522	5484	11.582	0	1	-14.1624	99.3522	5484
03290549+3247443	-19.3301	157.3757	6823	11.583	0	1	-19.3301	157.3757	6823
05231317+4904145	7.2140	160.6687	6535	11.583	0	1	7.2140	160.6687	6535
17005790-2825176	8.3849	354.9010	10354	11.583	0	1	8.3849	354.9010	10354
19403665+0318140	-9.3750	41.5716	25171	11.583	0	1	-9.3750	41.5716	25171
05371708-7055158	-31.5626	281.6035	10964	11.584	0	1	-31.5626	281.6035	10964
09280101-3939189	8.1381	265.8345	11392	11.584	0	1	8.1381	265.8345	11392
13121888-5030101	12.2313	306.3259	12243	11.584	0	1	12.2313	306.3259	12243
04184414+8755182	25.8323	124.7471	13592	11.585	0	1	25.8323	124.7471	13592
15293280-4450091	9.5142	330.1653	12554	11.585	0	1	9.5142	330.1653	12554
15374608-4725565	6.5751	329.8000	10418	11.585	0	1	6.5751	329.8000	10418
17132339-2403556	8.6972	0.1197	10263	11.585	0	1	8.6972	0.1197	10263
04541846-1855150	-34.0312	218.3056	11580	11.586	0	1	-34.0312	218.3056	11580
04561153+3058488	-7.6434	172.2157	11540	11.586	0	1	-7.6434	172.2157	11540
07121166-2151440	-5.4566	234.7319	12557	11.586	0	1	-5.4566	234.7319	12557
21553221+7018448	12.3311	109.0783	16081	11.586	0	1	12.3311	109.0783	16081
13185525-5542461	6.9511	306.8248	3860	11.587	0	1	6.9511	306.8248	3860
14475722-5027009	8.2463	321.1836	13739	11.587	0	1	8.2463	321.1836	13739
16540098-6704255	-14.4779	323.4597	15647	11.587	0	1	-14.4779	323.4597	15647
08043336-5924014	-14.5006	272.9813	11446	11.588	0	1	-14.5006	272.9813	11446
15102300-4511026	11.0716	327.0883	17342	11.588	0	1	11.0716	327.0883	17342
03561171+4448004	-6.6541	153.9641	12183	11.589	0	1	-6.6541	153.9641	12183
05545282+4055327	7.7265	170.6108	13363	11.589	0	1	7.7265	170.6108	13363
05580912+1343193	-5.2238	194.6022	22443	11.589	0	1	-5.2238	194.6022	22443
13513507-4642149	14.9248	313.5420	14451	11.589	0	1	14.9248	313.5420	14451
20145984+5123598	9.1127	86.7521	7625	11.589	0	1	9.1127	86.7521	7625
20281636+0203009	-20.3896	46.4246	14236	11.589	0	1	-20.3896	46.4246	14236
03310757+6806544	9.7129	136.9770	1584	11.590	0	1	9.7129	136.9770	1584
16523435-8255221	-23.4628	309.6307	21759	11.590	0	1	-23.4628	309.6307	21759
19543652+6521481	18.2708	97.9443	15379	11.590	0	1	18.2708	97.9443	15379
03124937+6734314	8.3132	135.8189	22988	11.591	0	1	8.3132	135.8189	22988
04142733+2709494	-17.0239	169.0360	7242	11.591	0	1	-17.0239	169.0360	7242
05014872+2710307	-8.9855	176.0220	9527	11.591	0	1	-8.9855	176.0220	9527
10521294-5043423	7.8069	284.4153	5753	11.591	0	1	7.8069	284.4153	5753
14594982-4224198	14.4302	326.8319	16204	11.591	0	1	14.4302	326.8319	16204
18074686-8204001	-25.3636	311.5577	17700	11.591	0	1	-25.3636	311.5577	17700
03544856+4124307	-9.4043	155.9849	11170	11.592	0	1	-9.4043	155.9849	11170
08271263-5403350	-9.0435	270.0311	12616	11.592	0	1	-9.0435	270.0311	12616
08333047-5024261	-6.1443	267.5881	10268	11.592	0	1	-6.1443	267.5881	10268
03283539+7051278	11.8234	135.1799	7158	11.593	0	1	11.8234	135.1799	7158
03591067+4446415	-6.3265	154.3830	5400	11.593	0	1	-6.3265	154.3830	5400
05403550+4347487	6.9012	166.7685	15510	11.593	0	1	6.9012	166.7685	15510
07163259-3939283	-12.4803	251.3245	11042	11.593	0	1	-12.4803	251.3245	11042
07205505-3404328	-9.2604	246.5961	92936	11.593	0	1	-9.2604	246.5961	92936
07324091-3719461	-8.6175	250.6292	19672	11.593	0	1	-8.6175	250.6292	19672
08084644-1958506	6.9560	239.6305	15078	11.594	0	1	6.9560	239.6305	15078
12115264-4404540	18.2160	295.4686	19986	11.594	0	1	18.2160	295.4686	19986
17564915-8156263	-24.9624	311.5748	16802	11.594	210748	1	-24.9624	311.5748	16802
05485885+4214369	7.4243	168.9041	13415	11.595	0	1	7.4243	168.9041	13415
09091772-3518494	8.4755	260.0725	16219	11.595	0	1	8.4755	260.0725	16219
16254282-6453521	-10.8768	323.2707	15647	11.595	0	1	-10.8768	323.2707	15647
16533428-8412149	-24.1698	308.4621	12882	11.596	0	1	-24.1698	308.4621	12882
22421431+0707549	-43.6174	75.8453	12081	11.596	0	1	-43.6174	75.8453	12081
03451780+3923118	-12.1163	155.8735	6884	11.597	0	1	-12.1163	155.8735	6884
05572252+1020135	-7.0539	197.4726	20894	11.597	0	1	-7.0539	197.4726	20894
06434592-1739265	-9.5958	227.9448	17600	11.597	0	1	-9.5958	227.9448	17600
11500159-7525139	-13.0184	299.0095	20092	11.597	0	1	-13.0184	299.0095	20092
15500012-6139011	-5.7734	322.5265	6368	11.597	0	1	-5.7734	322.5265	6368
18430670-7359583	-25.4299	320.6910	5321	11.597	0	1	-25.4299	320.6910	5321
06592900-3815135	-14.9390	248.6160	9790	11.598	0	1	-14.9390	248.6160	9790
07083812-4853316	-17.4399	259.5215	12213	11.598	0	1	-17.4399	259.5215	12213
12541734-6915579	-6.3957	303.1858	16477	11.598	0	1	-6.3957	303.1858	16477
15313392-4945183	5.2907	327.5980	20281	11.598	0	1	5.2907	327.5980	20281
19183848-0835211	-9.9220	28.3011	17455	11.598	0	1	-9.9220	28.3011	17455
15551898-7215141	-14.2258	315.9979	21672	11.599	0	1	-14.2258	315.9979	21672
05232973+5108330	8.3977	158.9519	7783	11.600	0	1	8.3977	158.9519	7783
07283557-2850043	-5.3977	242.6610	29319	11.600	0	1	-5.3977	242.6610	29319
08025883-1803043	6.8104	237.2519	15226	11.600	0	1	6.8104	237.2519	15226
03194206+1117169	-37.3849	170.9955	16783	11.601	0	1	-37.3849	170.9955	16783
04161229+3706572	-9.7656	162.0205	16464	11.601	0	1	-9.7656	162.0205	16464
07205571-2851434	-6.8970	241.9018	8588	11.601	0	1	-6.8970	241.9018	8588
08412438-3316392	5.3522	254.7847	9560	11.601	0	1	5.3522	254.7847	9560
11015237-7106500	-10.1167	294.2314	7601	11.601	0	1	-10.1167	294.2314	7601
15394765-4749452	6.0529	329.8370	10455	11.601	0	1	6.0529	329.8370	10455
06111690+0747473	-5.2700	201.3757	17001	11.602	0	1	-5.2700	201.3757	17001
14062641-3945478	20.8648	318.2653	9599	11.602	0	1	20.8648	318.2653	9599
17041353-7750159	-21.1738	314.5659	12457	11.602	0	1	-21.1738	314.5659	12457
17412502-1031495	10.3616	15.3282	11258	11.602	0	1	10.3616	15.3282	11258
04061052+2923379	-16.7461	166.0400	5712	11.603	0	1	-16.7461	166.0400	5712
15443960-3723207	13.7504	337.0595	7372	11.603	0	1	13.7504	337.0595	7372
21352090+8906537	26.5461	122.1849	13658	11.603	0	1	26.5461	122.1849	13658
03281458+3029543	-21.2745	158.6944	13329	11.604	0	1	-21.2745	158.6944	13329
03553757+6355341	7.9366	141.5635	8439	11.604	0	1	7.9366	141.5635	8439
06324944-0855318	-8.1679	218.8195	9946	11.604	0	1	-8.1679	218.8195	9946
08252582-4652205	-5.1753	263.9185	11862	11.604	0	1	-5.1753	263.9185	11862
11185926-7201533	-10.4411	295.8589	7379	11.604	0	1	-10.4411	295.8589	7379
15581073-6706075	-10.5152	319.6665	9885	11.604	0	1	-10.5152	319.6665	9885
22301046+5159085	-5.0480	101.9910	11248	11.604	0	1	-5.0480	101.9910	11248
03391802+1424548	-31.8297	172.5960	9710	11.605	0	1	-31.8297	172.5960	9710
04223129+3609042	-9.5426	163.6202	14878	11.605	0	1	-9.5426	163.6202	14878
05394670+4222060	6.0285	167.9164	5793	11.605	0	1	6.0285	167.9164	5793
06144680+2828263	5.3244	183.5739	9497	11.605	0	1	5.3244	183.5739	9497
03402770+1533113	-30.8196	171.9002	9924	11.606	0	1	-30.8196	171.9002	9924
04320163+3549447	-8.3625	165.1911	7014	11.606	0	1	-8.3625	165.1911	7014
06484330-1847200	-9.0240	229.4945	17242	11.606	0	1	-9.0240	229.4945	17242
17101255-2614386	8.0243	357.9025	15411	11.606	0	1	8.0243	357.9025	15411
05254442+1203515	-12.8619	191.9622	28557	11.607	0	1	-12.8619	191.9622	28557
05284520+1816048	-8.9400	187.0105	8173	11.607	0	1	-8.9400	187.0105	8173
07495154-5256146	-13.2153	266.1281	12610	11.607	0	1	-13.2153	266.1281	12610
07533947-5655382	-14.5880	270.0283	18324	11.608	0	1	-14.5880	270.0283	18324
15090970-6459561	-5.9128	316.8327	10985	11.608	0	1	-5.9128	316.8327	10985
07102341-3445219	-11.5107	246.2553	10447	11.609	0	1	-11.5107	246.2553	10447
07351844-3707127	-8.0576	250.6890	7810	11.609	0	1	-8.0576	250.6890	7810
06382593-3718100	-18.4508	246.0864	12297	11.610	0	1	-18.4508	246.0864	12297
04251987+1345222	-23.9597	181.5957	16807	11.611	0	1	-23.9597	181.5957	16807
05290422+2143269	-7.0080	184.1157	7552	11.611	0	1	-7.0080	184.1157	7552
21375273+6341415	8.4452	103.3614	12239	11.611	0	1	8.4452	103.3614	12239
21510815+4434559	-7.3288	92.3713	9393	11.611	0	1	-7.3288	92.3713	9393
13593107-7643338	-14.3831	306.9105	20384	11.612	0	1	-14.3831	306.9105	20384
06403306-4551090	-20.8929	254.7998	11552	11.613	0	1	-20.8929	254.7998	11552
14284405-7002151	-8.7261	311.1112	24590	11.613	0	1	-8.7261	311.1112	24590
14505863-4049387	16.6053	326.0999	15252	11.613	0	1	16.6053	326.0999	15252
20330565+5403016	8.3319	90.5257	22422	11.613	0	1	8.3319	90.5257	22422
06422686-3254410	-16.0845	242.1178	26897	11.614	0	1	-16.0845	242.1178	26897
07232079-2817440	-6.1650	241.6415	8139	11.614	0	1	-6.1650	241.6415	8139
16432178-5829280	-8.1717	329.5263	18231	11.614	0	1	-8.1717	329.5263	18231
19475678+4237421	8.5684	76.7482	4636	11.614	0	1	8.5684	76.7482	4636
03444712+4559150	-6.9975	151.6449	4825	11.615	0	1	-6.9975	151.6449	4825
04205027+4037104	-6.6489	160.1645	6179	11.615	0	1	-6.6489	160.1645	6179
07233977-2826426	-6.1726	241.8073	8422	11.615	0	1	-6.1726	241.8073	8422
05594532+4223345	9.2337	169.7587	12923	11.616	0	1	9.2337	169.7587	12923
18384999-2510328	-8.6094	8.9871	6668	11.616	0	1	-8.6094	8.9871	6668
20224280+0258137	-18.7269	46.5337	14040	11.616	0	1	-18.7269	46.5337	14040
05400089+4921163	9.6848	161.9057	7980	11.617	0	1	9.6848	161.9057	7980
05462325+0114447	-13.8427	204.2232	17163	11.617	0	1	-13.8427	204.2232	17163
14212488-7023508	-8.8407	310.3956	22754	11.617	0	1	-8.8407	310.3956	22754
14562109-5155537	6.3309	321.6940	10596	11.617	0	1	6.3309	321.6940	10596
20392203+2742407	-8.3630	70.0481	14644	11.617	0	1	-8.3630	70.0481	14644
06522711-4020282	-16.9881	250.0900	11018	11.618	0	1	-16.9881	250.0900	11018
07471814-3857327	-6.8737	253.4614	8612	11.618	0	1	-6.8737	253.4614	8612
14133965-4645525	13.8051	317.2715	22319	11.618	0	1	13.8051	317.2715	22319
17051896-8210575	-23.4329	310.5536	22280	11.618	0	1	-23.4329	310.5536	22280
18502237+1041355	5.0874	42.3536	15415	11.618	0	1	5.0874	42.3536	15415
19531995-1308212	-19.5653	27.8270	7560	11.618	0	1	-19.5653	27.8270	7560
08374945-5522416	-8.5606	272.0175	9995	11.619	0	1	-8.5606	272.0175	9995
09462215-4226010	8.4196	270.3088	19031	11.619	0	1	8.4196	270.3088	19031
03571475+4508244	-6.2747	153.8849	10975	11.621	0	1	-6.2747	153.8849	10975
05485078+4455479	8.7480	166.5427	9102	11.621	0	1	8.7480	166.5427	9102
18161784-3537067	-8.9204	357.3428	21437	11.621	0	1	-8.9204	357.3428	21437
19551608+4904037	10.6136	83.0741	8068	11.621	0	1	10.6136	83.0741	8068
04255716+1343319	-23.8606	181.7246	16178	11.622	0	1	-23.8606	181.7246	16178
07263927-2902051	-5.8663	242.6388	11179	11.622	0	1	-5.8663	242.6388	11179
13414674-5159403	10.1099	310.7646	3596	11.622	0	1	10.1099	310.7646	3596
13544067-5433387	7.1822	312.0938	11450	11.622	0	1	7.1822	312.0938	11450
21192561+6538307	11.2158	103.3099	17118	11.622	0	1	11.2158	103.3099	17118
04315502+2337463	-16.4697	174.5348	5091	11.623	0	1	-16.4697	174.5348	5091
07354652-4028347	-9.5459	253.7345	12175	11.623	0	1	-9.5459	253.7345	12175
08215063-4820176	-6.5051	264.7867	7987	11.623	0	1	-6.5051	264.7867	7987
18372276+0900137	7.1953	39.3949	15135	11.623	0	1	7.1953	39.3949	15135
20552181+3618539	-5.6874	78.9656	8057	11.623	0	1	-5.6874	78.9656	8057
22203971+3513198	-18.1987	91.2095	5673	11.623	200008	26	-17.7830	92.1909	5783
07102902-4912241	-17.2743	259.9449	12365	11.624	0	1	-17.2743	259.9449	12365
07375510-3904509	-8.5286	252.6812	12150	11.624	0	1	-8.5286	252.6812	12150
10522406-4831212	9.7931	283.4439	9138	11.624	0	1	9.7931	283.4439	9138
13395192-3949262	22.1045	312.9441	15029	11.624	0	1	22.1045	312.9441	15029
03472525+4213515	-9.6477	154.3778	5043	11.625	0	1	-9.6477	154.3778	5043
03492204+4707393	-5.6148	151.5538	12227	11.625	0	1	-5.6148	151.5538	12227
03495415+4226321	-9.1946	154.6038	5489	11.625	0	1	-9.1946	154.6038	5489
05571776+1130505	-6.4934	196.4302	13219	11.625	0	1	-6.4934	196.4302	13219
11303939-5403152	6.9596	291.1519	17233	11.625	0	1	6.9596	291.1519	17233
11392486-5212282	9.1104	291.8714	15258	11.625	0	1	9.1104	291.8714	15258
15321260-4643443	7.6999	329.4442	14396	11.625	0	1	7.6999	329.4442	14396
19521243+1137334	-7.8486	50.3413	25452	11.625	0	1	-7.8486	50.3413	25452
04385245+3029122	-10.8331	170.2103	10612	11.626	0	1	-10.8331	170.2103	10612
07123989-8717144	-26.8449	299.9044	12536	11.626	0	1	-26.8449	299.9044	12536
17155885-2342043	8.4186	0.7641	1768	11.627	0	1	8.4186	0.7641	1768
20333908+0240597	-21.2309	47.7338	14192	11.627	0	1	-21.2309	47.7338	14192
04443804+5541138	6.4882	151.7937	10185	11.628	0	1	6.4882	151.7937	10185
11350784-5110090	9.9149	290.9243	14407	11.628	0	1	9.9149	290.9243	14407
07475426-3908067	-6.8591	253.6738	6050	11.629	0	1	-6.8591	253.6738	6050
15340523-6405403	-6.6161	319.5855	18267	11.629	0	1	-6.6161	319.5855	18267
20590023+5736504	7.6555	95.6184	11605	11.629	0	1	7.6555	95.6184	11605
06081880+4311148	10.9929	169.7880	10761	11.630	0	1	10.9929	169.7880	10761
08102122-2126266	6.4862	241.0715	5493	11.630	0	1	6.4862	241.0715	5493
08270460-5222423	-8.1041	268.6207	11691	11.630	0	1	-8.1041	268.6207	11691
17041772-2703262	8.6132	356.4518	12034	11.630	0	1	8.6132	356.4518	12034
19114702-0521294	-6.9578	30.4572	7699	11.630	0	1	-6.9578	30.4572	7699
03432972+1538181	-30.2475	172.4367	8902	11.631	0	1	-30.2475	172.4367	8902
07524792-5333575	-13.1221	266.9101	13128	11.631	0	1	-13.1221	266.9101	13128
08450561-3350201	5.6144	255.7034	2099	11.631	0	1	5.6144	255.7034	2099
17130678-2255350	9.4012	1.0285	7103	11.631	0	1	9.4012	1.0285	7103
03180708+4659441	-8.8251	147.2755	9404	11.632	0	1	-8.8251	147.2755	9404
05381628+1936162	-6.3234	187.0778	19305	11.632	0	1	-6.3234	187.0778	19305
14481007-5026224	8.2411	321.2193	12696	11.632	0	1	8.2411	321.2193	12696
17132551-0557326	18.6498	15.7122	8365	11.632	0	1	18.6498	15.7122	8365
21114811-1945028	-39.4663	28.9178	9524	11.632	202624	2	-39.5083	28.8895	9554
11364233-5303373	8.1764	291.7171	15952	11.633	0	1	8.1764	291.7171	15952
15140876-5015027	6.4130	324.9730	14281	11.633	0	1	6.4130	324.9730	14281
18530859-1738059	-8.3055	17.3144	14562	11.633	0	1	-8.3055	17.3144	14562
05491900+4654287	9.7991	164.8429	6528	11.634	0	1	9.7991	164.8429	6528
05582946+3753309	6.8479	173.6215	13695	11.634	0	1	6.8479	173.6215	13695
10590242-5024108	8.5717	285.2579	5917	11.634	0	1	8.5717	285.2579	5917
20225291+2554188	-6.4191	66.4107	17838	11.634	0	1	-6.4191	66.4107	17838
21403086+4441582	-6.0136	91.0006	11800	11.634	0	1	-6.0136	91.0006	11800
22361380+5205024	-5.4353	102.8472	11635	11.634	0	1	-5.4353	102.8472	11635
05161516+5330531	8.8062	156.3370	9612	11.635	0	1	8.8062	156.3370	9612
18421357-2404254	-8.8210	10.3310	5148	11.635	0	1	-8.8210	10.3310	5148
19512331+5511276	14.0641	88.2888	16920	11.635	0	1	14.0641	88.2888	16920
03423372+1350084	-31.6827	173.7359	8795	11.636	0	1	-31.6827	173.7359	8795
04461378+2843145	-10.7420	172.6335	3413	11.636	0	1	-10.7420	172.6335	3413
09313375-5959234	-6.2313	280.2733	10350	11.636	0	1	-6.2313	280.2733	10350
12495874-4907153	13.7502	302.6862	17231	11.636	0	1	13.7502	302.6862	17231
17024709-2756474	8.3505	355.5284	9947	11.636	0	1	8.3505	355.5284	9947
04472849+3623421	-5.6419	166.8317	6270	11.637	0	1	-5.6419	166.8317	6270
15490950-4316009	8.6417	333.9694	20482	11.637	0	1	8.6417	333.9694	20482
18154188-5234499	-16.1500	341.6093	6610	11.637	0	1	-16.1500	341.6093	6610
18332462+0850303	8.0011	38.8085	12561	11.637	0	1	8.0011	38.8085	12561
19544404+5930559	15.6547	92.4756	5236	11.637	0	1	15.6547	92.4756	5236
01133859+6847579	6.0148	124.9479	10627	11.638	0	1	6.0148	124.9479	10627
03460623+4621443	-6.5617	151.5929	4673	11.638	0	1	-6.5617	151.5929	4673
03574513+4155049	-8.6598	156.0719	15645	11.639	0	1	-8.6598	156.0719	15645
15232292-5037274	5.3091	326.0194	9753	11.639	0	1	5.3091	326.0194	9753
16391999-6006533	-8.8391	327.9417	7975	11.639	0	1	-8.8391	327.9417	7975
19335293+0052509	-9.0243	38.6054	7058	11.639	0	1	-9.0243	38.6054	7058
22431140+3729111	-18.7227	96.5245	14712	11.639	0	1	-18.7227	96.5245	14712
07291326-3835021	-9.7996	251.4406	9035	11.640	0	1	-9.7996	251.4406	9035
07371916-5244306	-14.8197	265.0722	12514	11.640	0	1	-14.8197	265.0722	12514
07525974-4137224	-7.2570	256.3340	7099	11.640	0	1	-7.2570	256.3340	7099
16125890-6206320	-7.9066	324.2673	12881	11.640	0	1	-7.9066	324.2673	12881
19510442+4946595	11.5573	83.3740	8426	11.641	0	1	11.5573	83.3740	8426
19582858+0215463	-13.7937	42.8053	10404	11.641	0	1	-13.7937	42.8053	10404
20262334-1109469	-26.0888	33.4283	16239	11.641	0	1	-26.0888	33.4283	16239
05293867+2032099	-7.5395	185.1953	13589	11.642	0	1	-7.5395	185.1953	13589
03174449+1039306	-38.1741	171.0840	7260	11.643	0	1	-38.1741	171.0840	7260
05553695+4311405	8.9536	168.6770	3467	11.643	0	1	8.9536	168.6770	3467
04480181+1147280	-20.7074	186.8831	8139	11.644	0	1	-20.7074	186.8831	8139
11471048-3405253	26.9159	288.0382	8455	11.644	0	1	26.9159	288.0382	8455
11531022-5537457	6.3105	294.7190	8236	11.644	0	1	6.3105	294.7190	8236
13380725-4221459	19.6795	312.0657	13038	11.644	0	1	19.6795	312.0657	13038
14441572-5303374	6.1362	319.5315	11052	11.644	0	1	6.1362	319.5315	11052
03412887+1432116	-31.3726	172.9370	12581	11.645	0	1	-31.3726	172.9370	12581
15105559-2714190	26.1359	337.4204	13617	11.645	0	1	26.1359	337.4204	13617
15271837-4952121	5.5869	326.9646	16196	11.645	0	1	5.5869	326.9646	16196
05260299+4701096	6.4725	162.6531	5970	11.646	0	1	6.4725	162.6531	5970
07150821+0548144	7.9037	210.4337	8902	11.646	0	1	7.9037	210.4337	8902
14144947-4027120	19.6962	319.6473	21322	11.646	0	1	19.6962	319.6473	21322
17285465+2549020	28.7430	49.0191	6383	11.646	0	1	28.7430	49.0191	6383
03475261+4210286	-9.6386	154.4804	5453	11.647	0	1	-9.6386	154.4804	5453
04074999+4338440	-6.1398	156.3057	7211	11.647	0	1	-6.1398	156.3057	7211
04551645+2743044	-9.8091	174.6925	10021	11.647	0	1	-9.8091	174.6925	10021
05262746+2403238	-6.2350	181.8190	19080	11.647	0	1	-6.2350	181.8190	19080
15225952-6341103	-5.5881	318.8066	9163	11.647	0	1	-5.5881	318.8066	9163
15452241-4328080	8.9139	333.2983	11659	11.647	0	1	8.9139	333.2983	11659
23074944-1236479	-61.7420	58.7143	20661	11.647	0	1	-61.7420	58.7143	20661
13225226-5244358	9.8341	307.7506	3533	11.648	0	1	9.8341	307.7506	3533
05182902+5040578	7.4857	158.8914	10580	11.649	0	1	7.4857	158.8914	10580
06411710+2051111	7.2088	193.1552	14511	11.649	0	1	7.2088	193.1552	14511
18322780+0727585	7.5985	37.4601	22690	11.649	0	1	7.5985	37.4601	22690
02594211+3602171	-19.9747	150.1113	14307	11.650	0	1	-19.9747	150.1113	14307
15090957-4640181	9.9046	326.1254	10445	11.650	0	1	9.9046	326.1254	10445
17061473-2606112	8.8274	357.4907	8430	11.650	0	1	8.8274	357.4907	8430
22331051+5148557	-5.4311	102.3029	12343	11.650	0	1	-5.4311	102.3029	12343
05320580+2409568	-5.0976	182.4337	19086	11.651	0	1	-5.0976	182.4337	19086
07552442-1115591	8.7074	230.4225	24959	11.651	0	1	8.7074	230.4225	24959
08263965-2209370	9.2475	243.7841	15524	11.651	0	1	9.2475	243.7841	15524
20411683+3006217	-7.2569	72.2334	7977	11.651	0	1	-7.2569	72.2334	7977
04084243+1642539	-25.1187	176.2678	15465	11.652	0	1	-25.1187	176.2678	15465
04191277+4302400	-5.1465	158.2269	4175	11.652	0	1	-5.1465	158.2269	4175
04253042+1422472	-23.5373	181.0922	10071	11.652	0	1	-23.5373	181.0922	10071
12482238-2148571	41.0503	301.9886	14118	11.652	0	1	41.0503	301.9886	14118
13004902-5110204	11.6721	304.4328	17225	11.652	0	1	11.6721	304.4328	17225
17093892-2625388	8.0194	357.6781	12027	11.652	0	1	8.0194	357.6781	12027
17113131-2442038	8.6788	359.3462	9086	11.652	0	1	8.6788	359.3462	9086
18335542+0457349	6.1490	35.3680	26064	11.652	0	1	6.1490	35.3680	26064
20114141-1403134	-24.0104	28.8909	15007	11.652	0	1	-24.0104	28.8909	15007
19482748+0931456	-8.0846	48.0412	5210	11.653	0	1	-8.0846	48.0412	5210
20463465+5732107	8.8994	94.4962	11177	11.653	0	1	8.8994	94.4962	11177
05475107+4148253	7.0229	169.1773	13276	11.654	0	1	7.0229	169.1773	13276
13135137-5440580	8.0467	306.2007	7398	11.654	0	1	8.0467	306.2007	7398
19444668+0604082	-8.9695	44.5352	16084	11.654	0	1	-8.9695	44.5352	16084
19511006+4200149	7.7427	76.4956	14729	11.654	0	1	7.7427	76.4956	14729
04243873+2141535	-19.0009	174.9229	17365	11.655	0	1	-19.0009	174.9229	17365
13260556-4437492	17.8059	309.3967	20347	11.655	0	1	17.8059	309.3967	20347
12024776-5156112	10.2177	295.3486	10960	11.656	0	1	10.2177	295.3486	10960
20132279+5151502	9.5735	87.0123	10358	11.656	0	1	9.5735	87.0123	10358
20291553-0800056	-25.3612	36.9327	13613	11.656	0	1	-25.3612	36.9327	13613
04391521+2722436	-12.7834	172.6841	10920	11.657	0	1	-12.7834	172.6841	10920
14064955-7317289	-11.2198	308.3652	17464	11.657	0	1	-11.2198	308.3652	17464
14551472-5258390	5.4813	321.0579	13533	11.657	0	1	5.4813	321.0579	13533
03555515+4453334	-6.6151	153.8664	12123	11.658	0	1	-6.6151	153.8664	12123
07531996-3824052	-5.5756	253.5679	15477	11.658	0	1	-5.5756	253.5679	15477
04461079+2828475	-10.9029	172.8162	10641	11.659	0	1	-10.9029	172.8162	10641
05355039+1650332	-8.2672	189.1396	5356	11.659	0	1	-8.2672	189.1396	5356
