# pgc	lat[deg]	long[deg]	czHelio[km/s]	mu	muError	group	groupSize	latGroup[deg]	longGroup[deg]	czGroupHelio[km/s]	muGroup	muGroupError
526	-65.2101	320.0071	9701	35.41	0.31	200108	11	-65.19	320.56	10579	35.74	0.12
527	-20.3652	114.0896	4247	34.32	0.54	0	1	-20.37	114.09	4247	34.32	0.54
548	-47.3799	106.9213	5451	34.61	0.40	0	1	-47.38	106.92	5451	34.61	0.40
559	-47.7171	106.8523	5410	34.08	0.40	0	1	-47.72	106.85	5410	34.08	0.40
564	-34.1474	111.1073	4556	34.35	0.40	209616	1	-34.15	111.11	4556	33.78	0.28
567	-34.1774	111.1054	7547	34.73	0.40	200542	5	-34.36	110.42	7576	34.97	0.14
569	-29.3485	112.2786	5087	34.38	0.40	200373	6	-28.89	112.80	4886	34.30	0.15
608	-28.9240	112.5465	4895	34.54	0.40	200373	6	-28.89	112.80	4886	34.30	0.15
617	-34.8779	111.1714	8777	34.39	0.40	209085	1	-34.88	111.17	8777	34.39	0.40
619	-34.3650	111.3037	4641	33.22	0.40	209616	1	-34.37	111.30	4641	33.78	0.28
621	-78.1170	351.4759	227	27.53	0.20	0	1	-78.12	351.48	227	27.53	0.20
627	-80.1375	13.9863	1497	31.41	0.30	0	1	-80.14	13.99	1497	31.41	0.30
634	-78.5856	354.2104	6800	35.13	0.40	205998	1	-78.59	354.21	6800	35.13	0.40
635	-70.9364	88.9479	9109	35.89	0.50	0	1	-70.94	88.95	9109	35.89	0.50
641	-65.1372	319.1907	10029	35.24	0.40	200108	11	-65.19	320.56	10579	35.74	0.12
644	-37.3191	110.7228	4580	34.08	0.40	0	1	-37.32	110.72	4580	34.08	0.40
647	-45.8249	108.1251	865	28.79	0.40	212360	1	-45.82	108.13	865	28.79	0.40
650	-28.5984	112.8048	4828	33.87	0.40	200373	6	-28.89	112.80	4886	34.30	0.15
654	-36.2753	111.0689	4345	34.15	0.40	202837	2	-36.04	111.39	4579	33.87	0.18
659	-79.1635	358.1173	6827	35.12	0.40	209361	1	-79.16	358.12	6827	35.12	0.40
690	-34.1380	111.8022	8322	35.25	0.40	207366	1	-34.14	111.80	8322	35.25	0.40
695	-52.1634	310.2359	1834	32.71	0.40	0	1	-52.16	310.24	1834	32.71	0.40
698	-36.0133	111.3677	4568	33.63	0.30	202837	2	-36.04	111.39	4579	33.87	0.18
701	-80.4348	43.6913	554	29.48	0.17	212365	1	-80.43	43.69	554	29.48	0.17
718	-67.7141	95.1455	6355	34.24	0.50	209944	1	-67.71	95.15	6355	34.24	0.50
725	-69.0689	323.0672	6006	34.69	0.40	202950	2	-69.05	323.05	6001	34.69	0.40
731	-33.0305	112.2326	7059	35.81	0.40	200264	7	-33.36	112.21	8149	35.33	0.20
732	-36.1274	111.4929	4592	34.18	0.40	202837	2	-36.04	111.39	4579	33.87	0.18
742	-33.0271	112.2623	7851	35.01	0.40	208141	1	-33.03	112.26	7851	35.01	0.40
753	-59.4459	313.9229	10505	35.56	0.50	200225	7	-59.28	313.70	9724	35.79	0.22
759	-29.1135	113.1530	4797	34.01	0.40	200373	6	-28.89	112.80	4886	34.30	0.15
767	-28.7536	113.2524	4770	34.45	0.30	200373	6	-28.89	112.80	4886	34.30	0.15
772	-36.4169	111.5691	10256	35.97	0.40	207197	1	-36.42	111.57	10256	35.97	0.40
789	-79.1967	353.8443	7854	34.83	0.31	202114	2	-79.23	354.08	7780	34.83	0.31
791	-33.1434	112.4193	8046	34.64	0.40	200264	7	-33.36	112.21	8149	35.33	0.20
798	-55.1084	105.3436	6039	34.22	0.40	207495	1	-55.11	105.34	6039	34.22	0.40
801	-59.3300	313.6443	9803	35.90	0.50	200225	7	-59.28	313.70	9724	35.79	0.22
816	-33.5648	112.4620	8043	35.75	0.40	200264	7	-33.36	112.21	8149	35.33	0.20
830	-35.6447	112.0584	4512	33.70	0.40	202837	2	-36.04	111.39	4579	33.87	0.18
832	-37.0277	111.7503	10748	36.17	0.40	0	1	-37.03	111.75	10748	36.17	0.40
833	-49.6827	107.9892	6352	34.07	0.40	0	1	-49.68	107.99	6352	34.07	0.40
835	-34.1592	112.4364	7400	35.27	0.40	202010	2	-34.13	112.16	7527	35.42	0.28
836	-61.6656	101.8409	5471	34.06	0.50	210165	1	-61.67	101.84	5471	34.06	0.50
843	-81.2834	30.2863	10427	35.23	0.50	202547	2	-81.30	29.61	10406	35.23	0.50
847	-39.6511	111.1389	7647	35.58	0.40	207925	1	-39.65	111.14	7647	35.58	0.40
851	-77.0677	340.2061	15231	36.67	0.50	202487	2	-76.93	338.79	15256	36.50	0.35
865	-39.9682	111.2215	5954	34.72	0.40	202784	2	-39.93	111.26	5966	34.72	0.40
880	-66.7296	98.1115	11959	36.14	0.50	205874	1	-66.73	98.11	11959	36.14	0.50
887	-66.6006	318.7188	9967	35.14	0.50	201763	2	-66.59	318.70	9849	35.14	0.50
892	-76.8749	338.2553	15245	36.34	0.50	202487	2	-76.93	338.79	15256	36.50	0.35
894	-67.7593	97.3083	8381	34.02	0.50	207707	1	-67.76	97.31	8381	34.02	0.50
908	-31.9725	113.3270	7135	35.48	0.40	200037	21	-32.40	114.36	6828	35.06	0.23
916	-65.6318	99.6614	11178	35.55	0.50	205449	1	-65.63	99.66	11178	35.55	0.50
924	-48.8920	108.9883	1679	31.54	0.54	0	1	-48.89	108.99	1679	31.54	0.54
930	-80.6717	55.9027	466	29.11	0.20	212376	1	-80.67	55.90	466	29.11	0.20
937	-54.3036	106.9801	5838	34.34	0.40	0	1	-54.30	106.98	5838	34.34	0.40
944	-68.0116	97.6172	8613	35.24	0.50	0	1	-68.01	97.62	8613	35.24	0.50
963	-62.1619	102.8516	3971	33.47	0.15	211877	1	-62.16	102.85	3971	33.47	0.15
978	-43.4289	110.8974	5401	34.77	0.40	207997	1	-43.43	110.90	5401	34.77	0.40
982	-56.2137	311.0974	4562	34.30	0.50	210012	1	-56.21	311.10	4562	34.30	0.50
983	-68.3867	97.5106	5495	33.78	0.50	200701	4	-68.32	97.58	5475	33.78	0.50
1014	-75.7308	332.8819	129	26.49	0.12	0	1	-75.73	332.88	129	26.49	0.12
1024	-59.2071	312.4915	9804	35.17	0.50	200225	7	-59.28	313.70	9724	35.79	0.22
1034	-80.0220	65.7098	362	28.45	0.20	212380	1	-80.02	65.71	362	28.45	0.20
1038	-80.7097	357.8449	36	26.46	0.16	0	1	-80.71	357.84	36	26.46	0.16
1047	-80.2859	353.3713	7396	34.45	0.50	201098	3	-80.55	353.33	7626	34.45	0.50
1051	-45.9282	110.5957	4212	33.33	0.40	211289	1	-45.93	110.60	4212	33.33	0.40
1056	-47.9062	110.0404	5474	34.61	0.40	0	1	-47.91	110.04	5474	34.61	0.40
1089	-32.3381	113.9636	4877	34.10	0.40	0	1	-32.34	113.96	4877	34.10	0.40
1106	-54.7790	107.8888	3994	33.84	0.40	210414	1	-54.78	107.89	3994	33.84	0.40
1115	-70.7569	96.3722	6665	34.66	0.50	201726	2	-70.60	97.14	6841	34.77	0.29
1123	-20.2573	116.1558	5056	34.40	0.40	211688	1	-20.26	116.16	5056	34.40	0.40
1125	-74.1733	90.7665	6456	34.08	0.50	209216	1	-74.17	90.77	6456	34.08	0.50
1127	-66.0393	101.4435	6077	34.26	0.50	209182	1	-66.04	101.44	6077	34.26	0.50
1130	-78.9059	75.9911	3203	33.20	0.40	211455	1	-78.91	75.99	3203	33.20	0.40
1136	-70.6613	96.8215	6822	34.93	0.50	201726	2	-70.60	97.14	6841	34.77	0.29
1137	-65.1949	102.1745	10963	35.27	0.50	205412	1	-65.19	102.17	10963	35.27	0.50
1139	-55.1560	107.9924	5680	34.86	0.40	0	1	-55.16	107.99	5680	34.86	0.40
1149	-68.1558	99.7501	7306	35.17	0.40	200440	5	-67.79	99.73	7804	35.17	0.40
1154	-32.0989	114.2999	4844	33.84	0.40	0	1	-32.10	114.30	4844	33.84	0.40
1158	-37.5693	113.2495	6055	34.63	0.40	201800	2	-37.62	113.27	5921	34.54	0.28
1160	-50.5656	109.8742	1158	31.35	0.24	212242	1	-50.57	109.87	1158	31.35	0.22
1165	-70.4743	97.5004	7006	34.71	0.50	201726	2	-70.60	97.14	6841	34.77	0.29
1170	-37.6833	113.3130	5800	34.46	0.40	201800	2	-37.62	113.27	5921	34.54	0.28
1173	-80.1506	347.6836	7412	34.71	0.50	207516	1	-80.15	347.68	7412	34.71	0.50
1196	-43.6594	112.0855	5224	33.91	0.40	0	1	-43.66	112.09	5224	33.91	0.40
1211	-75.9482	88.4352	7756	34.74	0.50	206497	1	-75.95	88.44	7756	35.40	0.35
1223	-69.8000	98.9777	6758	34.75	0.50	208182	1	-69.80	98.98	6758	34.75	0.50
1228	-64.9125	103.4809	6181	34.63	0.50	201941	2	-64.88	103.30	6286	34.63	0.50
1231	-38.7932	113.3792	4473	33.84	0.40	0	1	-38.79	113.38	4473	33.84	0.40
1236	-81.5600	60.9373	7606	34.72	0.40	201021	3	-81.75	60.67	7522	34.72	0.40
1241	-82.2849	50.8694	9852	35.33	0.40	0	1	-82.28	50.87	9852	35.33	0.40
1274	-65.1426	314.7582	6510	34.75	0.50	202578	2	-65.13	314.79	6556	34.75	0.50
1288	-67.9034	101.7526	3709	33.24	0.16	211941	1	-67.90	101.75	3709	33.24	0.16
1291	-65.7369	103.5755	11950	36.73	0.50	0	1	-65.74	103.58	11950	36.73	0.50
1292	-51.2390	110.5801	1144	31.32	0.54	212242	1	-51.24	110.58	1144	31.35	0.22
1293	-47.0940	111.7346	7624	34.92	0.40	0	1	-47.09	111.73	7624	34.92	0.40
1295	-62.0109	312.6356	8952	35.64	0.40	0	1	-62.01	312.64	8952	35.64	0.40
1301	-54.3660	109.6274	5734	34.15	0.40	0	1	-54.37	109.63	5734	34.15	0.40
1305	-3.3395	118.9699	-345	24.34	0.12	0	1	-3.34	118.97	-345	24.34	0.12
1308	-66.4263	315.4526	9996	35.46	0.50	207805	1	-66.43	315.45	9996	35.46	0.50
1315	-15.1136	117.5333	5138	33.76	0.54	201348	3	-15.23	117.45	5182	33.76	0.54
1326	-66.1492	103.6802	6246	34.38	0.50	201365	3	-66.10	103.29	6128	34.38	0.50
1339	-40.7762	113.5283	5905	33.45	0.46	200045	18	-40.05	113.91	5769	34.35	0.14
1340	-39.7654	113.7925	5486	34.61	0.46	200045	18	-40.05	113.91	5769	34.35	0.14
1351	-39.9768	113.7906	5736	34.41	0.46	200045	18	-40.05	113.91	5769	34.35	0.14
1362	-39.2556	113.9678	5740	34.23	0.40	200045	18	-40.05	113.91	5769	34.35	0.14
1371	-39.9082	113.8635	6227	34.60	0.46	200045	18	-40.05	113.91	5769	34.35	0.14
1372	-44.9356	112.7606	5290	33.77	0.40	0	1	-44.94	112.76	5290	33.77	0.40
1375	-39.8328	113.8942	6194	33.75	0.46	200045	18	-40.05	113.91	5769	34.35	0.14
1382	-39.8398	113.9104	5813	34.75	0.40	200045	18	-40.05	113.91	5769	34.35	0.14
1384	-39.7571	113.9502	6634	35.14	0.40	209923	1	-39.76	113.95	6634	35.14	0.40
1387	-32.7600	115.2015	7029	34.91	0.40	200037	21	-32.40	114.36	6828	35.06	0.23
1407	-40.3495	113.9422	5749	34.01	0.46	200045	18	-40.05	113.91	5769	34.35	0.14
1413	-38.6436	114.3225	4493	34.27	0.40	0	1	-38.64	114.32	4493	34.27	0.40
1426	-51.7187	111.2922	5384	33.88	0.40	207879	1	-51.72	111.29	5384	33.88	0.40
1439	-32.9437	115.4125	7090	34.80	0.40	200037	21	-32.40	114.36	6828	35.06	0.23
1451	-70.1456	101.4680	5692	34.12	0.50	210707	1	-70.15	101.47	5692	34.12	0.50
1461	-55.3553	110.3726	7551	35.27	0.40	209913	1	-55.36	110.37	7551	35.27	0.40
1462	-38.2570	114.6145	12533	35.22	0.40	0	1	-38.26	114.61	12533	35.22	0.40
1470	-75.7572	93.6605	6520	34.68	0.50	202264	2	-75.75	93.33	6425	34.68	0.50
1472	-37.2113	114.8373	12187	36.63	0.40	0	1	-37.21	114.84	12187	36.63	0.40
1474	-81.8181	69.1380	7372	35.17	0.40	0	1	-81.82	69.14	7372	35.17	0.40
1478	-46.0716	113.0533	5258	34.72	0.40	0	1	-46.07	113.05	5258	34.72	0.40
1481	-59.8642	310.6756	10232	35.52	0.50	201761	2	-59.82	310.66	10378	35.48	0.35
1511	-47.6533	112.9847	5331	34.05	0.40	0	1	-47.65	112.98	5331	34.05	0.40
1520	-38.1401	114.9610	5708	34.66	0.40	0	1	-38.14	114.96	5708	34.66	0.40
1524	-36.7985	115.2165	7376	35.22	0.40	0	1	-36.80	115.22	7376	35.22	0.40
1525	-45.8820	113.4784	843	31.34	0.30	212367	1	-45.88	113.48	843	31.34	0.30
1526	-75.6393	95.4796	7271	34.87	0.50	201355	3	-75.65	95.80	7303	35.23	0.29
1538	-73.1457	99.6808	16302	37.16	0.50	0	1	-73.15	99.68	16302	37.16	0.50
1542	-75.4160	96.1779	7335	35.00	0.50	201355	3	-75.65	95.80	7303	35.23	0.29
1551	-67.1176	105.6048	6084	33.70	0.50	208967	1	-67.12	105.60	6084	33.70	0.50
1552	-32.9531	116.0212	4668	33.84	0.40	208323	1	-32.95	116.02	4668	33.84	0.40
1572	-31.1894	116.3473	6801	34.23	0.40	208463	1	-31.19	116.35	6801	34.23	0.40
1577	-55.7851	111.2725	8674	34.91	0.40	202774	2	-55.70	111.26	8674	34.85	0.28
1582	-55.5841	111.4482	8946	34.78	0.40	202774	2	-55.70	111.26	8674	34.85	0.28
1583	-49.4875	113.0916	5185	34.10	0.17	210125	1	-49.49	113.09	5185	34.10	0.17
1588	-74.5742	321.5027	8025	35.22	0.40	0	1	-74.57	321.50	8025	35.22	0.40
1594	-37.6853	115.4895	4550	33.72	0.40	0	1	-37.69	115.49	4550	33.72	0.40
1609	-64.4088	107.9639	5329	34.23	0.40	209583	1	-64.41	107.96	5329	34.23	0.40
1616	-71.5213	102.6767	5227	33.75	0.50	210736	1	-71.52	102.68	5227	33.75	0.50
1621	-48.0662	113.6851	11188	35.97	0.40	0	1	-48.07	113.69	11188	35.97	0.40
1641	-74.4172	320.4155	113	26.50	0.16	0	1	-74.42	320.42	113	26.50	0.16
1651	-81.5675	340.4922	1831	32.30	0.30	200497	5	-82.58	338.61	1624	31.69	0.20
1654	-30.8764	116.8294	6294	34.69	0.40	209747	1	-30.88	116.83	6294	34.69	0.40
1656	-64.6822	108.4812	4353	33.37	0.50	201276	4	-64.16	108.94	4144	33.63	0.18
1658	-12.6493	118.9045	5173	33.56	0.30	210233	1	-12.65	118.90	5173	33.56	0.30
1660	-63.9882	108.8768	4149	33.85	0.50	201276	4	-64.16	108.94	4144	33.63	0.18
1665	-50.8383	113.4480	2134	32.28	0.30	212153	1	-50.84	113.45	2134	32.28	0.30
1693	-63.7502	109.3031	3986	33.56	0.50	201276	4	-64.16	108.94	4144	33.63	0.18
1713	-63.4602	109.6292	3917	33.87	0.30	201276	4	-64.16	108.94	4144	33.63	0.18
1714	-58.8709	111.4995	1385	32.09	0.40	0	1	-58.87	111.50	1385	32.09	0.40
1715	-64.0597	109.3683	4066	33.26	0.40	201276	4	-64.16	108.94	4144	33.63	0.18
1723	-59.8294	111.2116	4404	33.13	0.40	200495	5	-59.56	111.91	4226	33.58	0.28
1736	-31.8045	117.0725	6277	34.63	0.40	200470	5	-31.82	117.22	6369	34.85	0.20
1738	-67.9966	313.1834	9479	35.79	0.50	0	1	-68.00	313.18	9479	35.79	0.50
1743	-35.2211	116.6566	9593	35.58	0.40	0	1	-35.22	116.66	9593	35.58	0.40
1748	-59.8275	111.4103	4290	34.03	0.40	200495	5	-59.56	111.91	4226	33.58	0.28
1754	-29.3559	117.4493	4744	34.42	0.40	0	1	-29.36	117.45	4744	34.42	0.40
1755	-74.9097	101.1348	7778	34.92	0.50	207719	1	-74.91	101.13	7778	34.92	0.50
1758	-31.4615	117.1984	6095	34.41	0.40	200470	5	-31.82	117.22	6369	34.85	0.20
1762	-73.6146	102.7791	6177	35.01	0.50	201229	3	-73.57	102.62	6188	35.01	0.50
1773	-70.4552	106.1346	6243	35.15	0.50	210549	1	-70.46	106.13	6243	35.15	0.50
1777	-19.2541	118.6330	188	29.17	0.20	0	1	-19.25	118.63	188	29.17	0.20
1781	-46.6338	115.1120	766	30.53	0.40	0	1	-46.63	115.11	766	30.53	0.40
1797	-31.2535	117.4271	6350	34.95	0.40	200470	5	-31.82	117.22	6369	34.85	0.20
1802	-50.9115	114.4548	5210	33.25	0.40	211198	1	-50.91	114.45	5210	33.25	0.40
1806	-75.9056	100.5788	16199	35.95	0.50	203705	1	-75.91	100.58	16199	35.95	0.50
1813	-82.2714	339.1206	1416	30.61	0.54	200497	5	-82.58	338.61	1624	31.69	0.20
1814	-61.9671	111.2743	4150	32.85	0.40	0	1	-61.97	111.27	4150	32.85	0.40
1816	-65.2643	311.0300	3439	33.37	0.50	209779	1	-65.26	311.03	3439	33.37	0.50
1828	-31.2532	117.5530	6315	35.43	0.40	200470	5	-31.82	117.22	6369	34.85	0.20
1851	-82.3776	338.3100	1583	31.42	0.30	200497	5	-82.58	338.61	1624	31.69	0.20
1858	-73.4820	316.4912	9930	36.20	0.50	0	1	-73.48	316.49	9930	36.20	0.50
1879	-84.9373	5.7882	7273	35.10	0.40	0	1	-84.94	5.79	7273	35.10	0.40
1897	-71.6288	106.7204	10829	35.89	0.50	206722	1	-71.63	106.72	10829	35.89	0.50
1908	-70.1273	108.0656	6119	34.89	0.40	209951	1	-70.13	108.07	6119	34.89	0.40
1910	-79.3772	325.4004	7303	34.48	0.50	200787	4	-79.22	325.48	7319	34.48	0.50
1911	-83.5346	76.7855	8052	35.58	0.40	201301	3	-83.57	76.39	8068	35.58	0.40
1913	-33.6712	117.6389	4653	33.51	0.40	0	1	-33.67	117.64	4653	33.51	0.40
1924	-56.3155	113.9429	2084	30.92	0.54	212285	1	-56.32	113.94	2084	30.92	0.54
1926	-81.3278	90.0325	7095	34.95	0.40	0	1	-81.33	90.03	7095	34.95	0.40
1927	-54.1438	114.4893	4268	33.13	0.40	211735	1	-54.14	114.49	4268	33.48	0.24
1932	-72.7334	106.2880	3555	33.38	0.40	202360	3	-72.96	105.37	3534	33.38	0.40
1933	-47.9827	115.7514	11449	36.27	0.40	206218	1	-47.98	115.75	11449	36.27	0.40
1957	-31.0117	118.1569	6356	34.42	0.40	0	1	-31.01	118.16	6356	34.42	0.40
1961	-75.2098	317.1621	7807	35.24	0.40	206680	1	-75.21	317.16	7807	35.24	0.40
1968	-74.4602	316.2072	9837	35.14	0.50	202025	2	-74.36	316.08	9881	35.44	0.35
1970	-59.9489	113.4616	2394	33.01	0.30	0	1	-59.95	113.46	2394	33.01	0.30
1971	-39.2709	117.3285	4673	33.85	0.40	0	1	-39.27	117.33	4673	33.85	0.40
1977	-85.5294	51.7612	2929	32.81	0.30	212030	1	-85.53	51.76	2929	32.81	0.30
1979	-73.5887	106.4761	4044	33.89	0.40	211163	1	-73.59	106.48	4044	33.89	0.40
1980	-78.6417	99.4899	10397	35.44	0.50	0	1	-78.64	99.49	10397	35.44	0.50
1982	-31.9491	118.1974	6118	34.69	0.40	210840	1	-31.95	118.20	6118	34.37	0.28
1986	-50.8743	115.7071	4934	33.87	0.40	211815	1	-50.87	115.71	4934	33.87	0.40
1987	-32.0511	118.2233	6060	34.05	0.40	210840	1	-32.05	118.22	6060	34.37	0.28
2001	-75.3799	105.0433	6177	34.54	0.40	0	1	-75.38	105.04	6177	34.54	0.40
2003	-54.6909	115.1269	5399	34.50	0.40	200735	4	-55.33	115.33	5393	34.50	0.40
2004	-14.2528	119.8170	-193	24.32	0.14	0	1	-14.25	119.82	-193	24.32	0.14
2011	-49.5546	305.6481	12293	36.41	0.50	0	1	-49.55	305.65	12293	36.41	0.50
2022	-59.8821	114.0287	4390	33.63	0.40	0	1	-59.88	114.03	4390	33.63	0.40
2023	-39.2906	117.6410	5181	34.50	0.40	0	1	-39.29	117.64	5181	34.50	0.40
2035	-72.1003	108.8612	3740	33.89	0.40	208746	1	-72.10	108.86	3740	33.89	0.40
2052	-86.1300	21.8926	1580	31.88	0.30	211837	1	-86.13	21.89	1580	31.88	0.30
2058	-74.9832	106.6163	8028	34.80	0.50	201360	3	-74.90	107.08	8031	34.80	0.50
2069	-54.1847	115.7546	9401	34.97	0.40	0	1	-54.18	115.75	9401	34.97	0.40
2071	-85.2991	354.0123	1530	31.28	0.30	0	1	-85.30	354.01	1530	31.28	0.30
2081	-70.8576	110.2745	1651	30.41	0.40	210741	1	-70.86	110.27	1651	30.41	0.40
2085	-34.3185	118.5062	4177	33.62	0.40	0	1	-34.32	118.51	4177	33.62	0.40
2088	-23.2148	119.4540	5781	34.75	0.40	209798	1	-23.21	119.45	5781	34.75	0.40
2094	-30.7923	118.8559	5908	34.44	0.40	0	1	-30.79	118.86	5908	34.44	0.40
2098	-17.2474	119.9378	5103	35.28	0.54	0	1	-17.25	119.94	5103	35.28	0.54
2110	-72.8281	312.8748	7596	34.70	0.50	201967	2	-72.79	312.82	7508	34.70	0.50
2112	-79.0253	320.0561	7242	34.60	0.50	208542	1	-79.03	320.06	7242	34.60	0.50
2121	-26.2548	119.3342	-345	24.33	0.16	0	1	-26.25	119.33	-345	24.33	0.16
2131	-65.4252	113.3656	6014	34.09	0.50	200270	7	-65.54	112.77	5907	34.50	0.29
2133	-67.2888	112.6653	5041	33.72	0.40	211276	1	-67.29	112.67	5041	33.72	0.40
2134	-53.5450	116.3462	5330	34.85	0.40	202607	2	-53.81	116.77	5310	34.42	0.23
2136	-38.4961	118.3692	5165	34.36	0.40	207831	1	-38.50	118.37	5165	34.47	0.28
2139	-53.6725	116.3455	5067	34.49	0.40	202607	2	-53.81	116.77	5310	34.42	0.23
2144	-57.3238	306.5746	10122	35.03	0.50	205292	1	-57.32	306.57	10122	35.03	0.50
2151	-72.3815	110.3046	4933	32.62	0.40	0	1	-72.38	110.30	4933	32.62	0.40
2154	-38.7785	118.4261	5270	34.59	0.40	207831	1	-38.78	118.43	5270	34.47	0.28
2159	-41.2669	118.2032	9284	35.34	0.40	206428	1	-41.27	118.20	9284	35.42	0.28
2163	-58.0231	115.7377	4927	32.92	0.40	0	1	-58.02	115.74	4927	32.92	0.40
2166	-74.7076	108.6911	6707	34.97	0.50	209676	1	-74.71	108.69	6707	34.97	0.50
2194	-41.1759	118.3938	8937	35.49	0.40	206428	1	-41.18	118.39	8937	35.42	0.28
2199	-86.5440	11.0859	7188	34.28	0.40	202420	2	-86.44	10.86	7119	34.28	0.40
2202	-38.7599	118.6609	4617	34.95	0.40	208438	1	-38.76	118.66	4617	34.95	0.40
2215	-70.2802	310.2381	3546	33.40	0.40	0	1	-70.28	310.24	3546	33.40	0.40
2224	-76.6613	108.3569	16016	36.27	0.50	204056	1	-76.66	108.36	16016	36.27	0.50
2228	-84.4318	86.7985	3047	33.33	0.40	212118	1	-84.43	86.80	3047	33.33	0.40
2231	-33.6213	119.2387	5293	34.35	0.40	200380	6	-33.30	119.56	5384	34.65	0.20
2232	-82.1168	98.0468	3883	33.67	0.50	209458	1	-82.12	98.05	3883	33.67	0.50
2238	-64.3376	114.8225	15993	36.88	0.50	200573	4	-64.73	113.38	16896	36.75	0.35
2253	-80.2007	103.4624	6010	34.63	0.50	208850	1	-80.20	103.46	6010	34.63	0.50
2260	-57.5598	116.6681	5226	33.92	0.40	0	1	-57.56	116.67	5226	33.92	0.40
2261	-30.0956	119.6399	4834	34.37	0.40	0	1	-30.10	119.64	4834	34.37	0.40
2268	-54.0877	117.2470	5302	33.92	0.40	202607	2	-53.81	116.77	5310	34.42	0.23
2272	-63.3831	307.3659	8391	35.59	0.40	0	1	-63.38	307.37	8391	35.59	0.40
2288	-47.7135	118.2491	5379	32.94	0.40	210716	1	-47.71	118.25	5379	32.94	0.40
2294	-33.1618	119.5655	5653	34.29	0.40	200380	6	-33.30	119.56	5384	34.65	0.20
2302	-32.4990	119.6279	5427	34.57	0.40	200380	6	-33.30	119.56	5384	34.65	0.20
2312	-45.3609	118.5925	5460	35.49	0.40	211215	1	-45.36	118.59	5460	35.49	0.40
2316	-37.0665	119.3640	7247	34.70	0.40	208115	1	-37.07	119.36	7247	34.70	0.40
2324	-55.6748	117.4146	12176	35.63	0.50	200127	10	-55.91	117.66	11730	35.75	0.16
2329	-14.4824	120.7912	-203	24.00	0.14	0	1	-14.48	120.79	-203	24.00	0.14
2332	-71.6495	113.1370	6130	34.57	0.17	202847	2	-71.66	113.07	6064	34.57	0.17
2342	-56.7162	117.3295	5255	33.12	0.40	211591	1	-56.72	117.33	5255	33.12	0.40
2344	-55.2499	117.5512	12372	35.63	0.50	200127	10	-55.91	117.66	11730	35.75	0.16
2358	-87.2939	27.5561	6882	34.93	0.40	208644	1	-87.29	27.56	6882	34.93	0.40
2372	-56.0133	117.5973	11157	35.80	0.46	200127	10	-55.91	117.66	11730	35.75	0.16
2383	-80.9637	318.4502	6445	34.79	0.40	0	1	-80.96	318.45	6445	34.79	0.40
2387	-59.8485	117.0302	5156	34.20	0.40	200053	16	-59.74	116.89	5109	34.20	0.40
2390	-53.7931	117.9907	4438	34.21	0.40	202202	2	-53.78	118.00	4505	34.21	0.40
2404	-55.9092	117.8325	11964	36.14	0.46	200127	10	-55.91	117.66	11730	35.75	0.16
2417	-60.9051	306.1442	8254	35.48	0.50	200069	14	-61.09	306.01	8242	35.06	0.16
2429	-21.1387	120.7164	-241	24.54	0.16	0	1	-21.14	120.72	-241	24.54	0.16
2430	-56.0479	118.0509	11329	35.89	0.46	200127	10	-55.91	117.66	11730	35.75	0.16
2431	-55.8518	118.0964	12184	35.63	0.50	200127	10	-55.91	117.66	11730	35.75	0.16
2437	-76.5049	111.5724	1638	31.43	0.30	202102	2	-76.53	111.39	1526	31.43	0.30
2438	-87.0418	67.0768	7408	35.10	0.40	0	1	-87.04	67.08	7408	35.10	0.40
2444	-35.5516	303.4158	13755	36.94	0.50	0	1	-35.55	303.42	13755	36.94	0.50
2445	-53.6448	304.9500	1712	31.39	0.30	0	1	-53.64	304.95	1712	31.39	0.30
2451	-60.8514	305.9644	8221	34.93	0.35	200069	14	-61.09	306.01	8242	35.06	0.16
2454	-76.4233	111.9888	8457	34.12	0.40	208077	1	-76.42	111.99	8457	34.12	0.40
2458	-31.0871	120.3554	4654	34.42	0.40	210224	1	-31.09	120.36	4654	34.42	0.40
2463	-78.0557	110.8050	16408	36.17	0.50	0	1	-78.06	110.81	16408	36.17	0.50
2479	-37.3176	120.1026	4555	33.87	0.30	201289	3	-37.26	119.88	4607	33.87	0.30
2482	-72.7355	114.7171	3978	33.78	0.40	208274	1	-72.74	114.72	3978	33.78	0.40
2490	-74.6769	309.7829	5989	34.22	0.50	209252	1	-74.68	309.78	5989	34.22	0.50
2492	-79.4921	110.1297	1552	32.03	0.54	0	1	-79.49	110.13	1552	32.03	0.54
2501	-72.0311	115.2356	16699	36.52	0.17	201399	2	-72.20	115.46	15852	36.75	0.14
2503	-64.5057	117.3337	5509	33.88	0.50	200681	4	-64.48	117.65	5498	33.97	0.35
2504	-29.8374	120.6170	4944	34.52	0.40	202632	2	-30.08	121.02	4798	34.52	0.40
2515	-73.5503	114.6245	15857	36.22	0.50	204061	1	-73.55	114.62	15857	36.22	0.50
2517	-26.0288	120.8468	10644	36.03	0.40	204920	1	-26.03	120.85	10644	35.70	0.28
2520	-29.4252	120.7017	6241	33.61	0.40	210869	1	-29.43	120.70	6241	34.02	0.28
2525	-74.1949	114.6375	5953	34.41	0.50	210122	1	-74.19	114.64	5953	34.41	0.50
2526	-80.7869	109.1636	1554	32.11	0.30	0	1	-80.79	109.16	1554	32.11	0.30
